312, 55
305, 56
300, 60
299, 65
300, 69
295, 74
290, 79
285, 84
281, 90
279, 95
278, 100
276, 105
275, 109
272, 115
270, 118
267, 125
265, 128
262, 135
265, 138
268, 140
267, 145
266, 150
265, 154
267, 160
267, 165
266, 170
269, 175
270, 179
269, 185
266, 190
260, 193
256, 195
250, 199
245, 204
240, 208
235, 212
233, 215
230, 220
228, 225
226, 230
223, 235
220, 240
217, 245
218, 250
217, 255
217, 260
217, 265
217, 270
217, 275
217, 280
217, 285
217, 290
217, 295
217, 300
217, 305
217, 310
217, 315
217, 320
217, 325
217, 330
217, 335
217, 340
216, 345
215, 349
214, 355
212, 360
211, 365
209, 370
208, 375
206, 380
205, 384
203, 390
202, 395
201, 400
201, 405
200, 409
200, 414
199, 420
198, 425
197, 430
197, 435
196, 440
195, 444
194, 450
193, 455
192, 460
192, 465
191, 470
190, 474
190, 479
189, 485
188, 490
187, 495
185, 499
180, 505
175, 509
170, 512
165, 515
160, 518
156, 520
150, 523
145, 524
141, 525
135, 526
130, 528
125, 530
120, 532
115, 533
111, 535
108, 540
115, 542
113, 545
112, 550
120, 551
125, 549
130, 549
135, 545
140, 544
145, 543
150, 542
155, 542
152, 545
146, 550
144, 555
145, 559
150, 559
155, 557
158, 555
164, 550
170, 546
175, 544
180, 541
185, 538
189, 535
193, 530
195, 527
198, 520
200, 517
202, 510
204, 505
205, 501
208, 495
210, 490
212, 485
214, 480
215, 476
218, 470
220, 466
222, 460
225, 455
227, 450
229, 445
230, 441
232, 435
234, 430
236, 425
238, 420
240, 416
243, 410
245, 406
247, 400
249, 395
250, 391
251, 385
251, 380
250, 375
250, 370
251, 365
251, 360
252, 355
252, 350
253, 345
253, 340
254, 335
254, 330
255, 326
255, 321
256, 315
256, 310
257, 305
257, 300
258, 295
258, 290
258, 285
259, 280
259, 275
260, 271
260, 266
261, 260
261, 255
262, 250
263, 245
268, 250
267, 255
267, 260
266, 265
266, 270
265, 274
265, 279
265, 284
264, 290
263, 295
263, 300
263, 305
262, 310
262, 315
261, 320
261, 325
260, 329
260, 334
259, 340
259, 345
258, 350
258, 355
257, 360
257, 365
256, 370
256, 375
255, 379
254, 385
254, 390
253, 395
253, 400
252, 405
251, 410
251, 415
250, 419
249, 425
248, 430
246, 435
245, 439
243, 445
242, 450
241, 455
240, 459
238, 465
237, 470
236, 475
235, 479
234, 485
233, 490
231, 495
230, 499
229, 505
227, 510
225, 515
224, 520
223, 525
222, 530
221, 535
219, 540
218, 545
216, 550
215, 554
213, 560
212, 565
210, 570
208, 575
209, 580
215, 581
220, 582
225, 584
230, 586
234, 590
240, 593
243, 595
248, 595
253, 595
260, 600
262, 605
264, 610
265, 614
267, 620
269, 625
270, 629
272, 635
274, 640
275, 644
277, 650
279, 655
281, 660
283, 665
284, 670
285, 675
286, 680
287, 685
288, 690
289, 695
290, 699
291, 705
293, 710
294, 715
294, 720
294, 725
294, 730
294, 735
294, 740
294, 745
294, 750
294, 755
293, 760
293, 765
293, 770
293, 775
294, 780
294, 785
295, 789
295, 794
295, 799
296, 805
297, 810
299, 815
300, 819
302, 825
303, 830
305, 835
306, 840
308, 845
309, 850
311, 855
312, 860
314, 865
315, 869
317, 875
316, 880
315, 884
315, 889
317, 895
319, 900
320, 904
322, 910
323, 915
324, 920
325, 924
325, 929
320, 935
316, 940
312, 945
309, 950
315, 945
320, 940
324, 935
327, 940
328, 945
328, 950
328, 955
328, 960
328, 965
328, 970
329, 975
329, 980
334, 985
340, 988
344, 990
350, 991
355, 991
360, 991
365, 991
370, 991
374, 990
379, 990
385, 988
390, 986
393, 980
391, 975
389, 970
389, 965
394, 970
395, 974
395, 979
397, 985
405, 988
410, 988
415, 987
420, 986
424, 985
430, 982
434, 980
440, 978
445, 975
447, 970
446, 965
444, 960
441, 955
438, 950
435, 946
430, 940
425, 935
421, 930
417, 925
415, 921
412, 915
410, 912
407, 905
406, 900
407, 895
412, 895
420, 896
424, 895
423, 890
415, 888
410, 887
408, 880
406, 875
405, 870
405, 865
406, 860
407, 855
406, 850
403, 845
404, 840
404, 835
404, 830
404, 825
404, 820
405, 816
405, 811
406, 805
406, 800
407, 795
407, 790
408, 785
409, 780
409, 775
409, 770
409, 765
409, 760
409, 755
409, 750
409, 745
408, 740
407, 735
406, 730
405, 726
403, 720
402, 715
400, 711
399, 705
398, 700
398, 695
397, 690
398, 685
398, 680
398, 675
398, 670
399, 665
399, 660
400, 656
402, 650
403, 645
404, 640
405, 636
407, 630
409, 625
410, 621
411, 615
413, 610
415, 605
416, 600
418, 595
419, 590
425, 586
430, 586
435, 587
440, 587
442, 580
442, 575
442, 570
442, 565
443, 560
443, 555
444, 550
444, 545
444, 540
445, 536
445, 531
444, 525
444, 520
443, 515
442, 510
441, 505
439, 500
437, 495
435, 492
432, 485
431, 480
430, 476
430, 471
429, 465
428, 460
428, 455
427, 450
425, 445
423, 440
420, 436
415, 430
414, 425
414, 420
413, 415
411, 410
408, 405
408, 400
408, 395
407, 390
405, 387
404, 380
409, 375
410, 371
411, 365
415, 370
416, 375
417, 380
418, 385
419, 390
420, 394
421, 400
423, 405
424, 410
426, 415
428, 420
430, 425
431, 430
433, 435
434, 440
435, 444
437, 450
439, 455
440, 459
443, 465
445, 469
447, 475
450, 480
452, 485
454, 490
457, 495
459, 500
462, 505
464, 510
467, 515
470, 520
473, 525
475, 528
479, 535
484, 540
490, 545
495, 548
498, 550
503, 555
508, 560
515, 564
520, 560
518, 555
515, 551
510, 546
515, 541
520, 541
524, 540
530, 539
535, 539
540, 538
545, 539
549, 540
555, 543
560, 543
562, 540
560, 535
564, 530
560, 528
555, 526
551, 525
545, 523
540, 522
535, 521
530, 521
525, 518
520, 517
515, 518
511, 520
505, 519
500, 516
495, 514
490, 511
485, 506
483, 500
482, 495
480, 490
479, 485
478, 480
477, 475
476, 470
475, 466
473, 460
473, 455
472, 450
471, 445
471, 440
471, 435
470, 431
470, 426
469, 420
469, 415
468, 410
467, 405
465, 400
463, 395
461, 390
460, 386
457, 380
455, 375
454, 370
454, 365
453, 360
452, 355
451, 350
451, 345
450, 341
449, 335
448, 330
447, 325
446, 320
446, 315
445, 311
445, 306
445, 301
445, 296
445, 291
446, 285
446, 280
446, 275
446, 270
446, 265
446, 260
446, 255
446, 250
450, 245
455, 241
456, 235
450, 230
446, 225
442, 220
440, 217
438, 210
438, 205
436, 200
433, 195
430, 191
427, 185
425, 182
421, 175
418, 170
416, 165
415, 161
411, 155
412, 150
413, 145
412, 140
410, 137
405, 130
402, 125
400, 121
399, 115
397, 110
395, 107
391, 100
386, 95
381, 90
377, 85
372, 80
373, 75
374, 70
372, 65
370, 61
365, 58
360, 56
356, 55
351, 55
